Dataset_Name,Adaptor,lora_rank,clipi,clipt,num_train_epochs,no_of_images,learning_rate,learning_rate_text,alpha_text,alpha_unet,output_path,with_prior_preservation
clock,1,8,0.7607421875,0.3095354352678571,2,250,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0001_400_True/images,True
dog6,1,8,0.8203125,0.2844832136824324,240,5,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0005_1200_False/images,False
teapot,1,8,0.7890625,0.3336669921875,2,250,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_0.0001_400_True/images,True
cat,1,8,0.77587890625,0.3154886179956896,5,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_1e-06_1200_True/images,True
dog6,1,8,0.7294921875,0.2965780722128378,80,5,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0001_400_False/images,False
clock,1,8,0.80126953125,0.2967442103794643,167,6,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0001_1000_False/images,False
clock,1,8,0.79736328125,0.3017403738839285,4,250,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0001_800_True/images,True
backpack,1,8,0.775390625,0.3293288658405172,5,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_1e-06_1200_True/images,True
cat,1,8,0.78564453125,0.3134513065732758,2,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_5e-05_400_True/images,True
dog6,1,8,0.802734375,0.2808672930743243,5,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0005_1200_True/images,True
teapot,1,8,0.78125,0.3318115234375,4,250,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_0.0001_800_True/images,True
dog6,1,8,0.75927734375,0.295631202491554,160,5,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0001_800_False/images,False
dog2,1,8,0.69287109375,0.3126150948660714,5,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_1e-06_1200_True/images,True
backpack,1,8,0.78125,0.329480401400862,2,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_5e-05_400_True/images,True
dog6,1,8,0.74365234375,0.2951495196368243,2,250,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0001_400_True/images,True
clock,1,8,0.77783203125,0.3045131138392857,4,250,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0001_1000_True/images,True
clock,1,8,0.8017578125,0.2998134068080357,200,6,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0001_1200_False/images,False
dog2,1,8,0.69677734375,0.3096051897321428,2,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_5e-05_400_True/images,True
cat,1,8,0.79345703125,0.3107531317349138,4,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_5e-05_800_True/images,True
teapot,1,8,0.80517578125,0.3354248046875,4,250,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_0.0001_1000_True/images,True
clock,1,8,0.7451171875,0.3146885463169643,67,6,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-06_400_False/images,False
dog6,1,8,0.7548828125,0.2943478146114865,4,250,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0001_800_True/images,True
dog6,1,8,0.7548828125,0.2935296135979729,200,5,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0001_1000_False/images,False
backpack,1,8,0.79052734375,0.3326289735991379,4,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_5e-05_800_True/images,True
clock,1,8,0.79345703125,0.3028302873883928,5,250,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0001_1200_True/images,True
clock,1,8,0.7431640625,0.3159005301339285,134,6,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-06_800_False/images,False
dog2,1,8,0.7041015625,0.3083844866071428,4,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_5e-05_800_True/images,True
teapot,1,8,0.80322265625,0.3341064453125,5,250,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_0.0001_1200_True/images,True
clock,1,8,0.7421875,0.3158046177455357,2,250,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-06_400_True/images,True
dog6,1,8,0.75537109375,0.2902733055320945,4,250,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0001_1000_True/images,True
cat,1,8,0.7939453125,0.3123400457974138,4,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_5e-05_1000_True/images,True
dog6,1,8,0.75634765625,0.2940838788006756,240,5,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0001_1200_False/images,False
teapot,1,8,0.76806640625,0.3406656901041666,2,250,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_5e-06_400_True/images,True
backpack,1,8,0.7958984375,0.3294298895474138,4,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_5e-05_1000_True/images,True
dog6,1,8,0.70849609375,0.2966638513513513,80,5,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_5e-06_400_False/images,False
clock,1,8,0.7548828125,0.3138602120535714,167,6,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-06_1000_False/images,False
clock,1,8,0.76171875,0.3202427455357143,4,250,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-06_800_True/images,True
dog6,1,8,0.74462890625,0.2932821737753378,5,250,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0001_1200_True/images,True
teapot,1,8,0.7734375,0.3506998697916667,4,250,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_5e-06_800_True/images,True
dog2,1,8,0.69970703125,0.3061872209821428,4,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_5e-05_1000_True/images,True
dog6,1,8,0.71533203125,0.3031104835304054,160,5,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_5e-06_800_False/images,False
dog6,1,8,0.71435546875,0.2990326752533784,2,250,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_5e-06_400_True/images,True
cat,1,8,0.7958984375,0.3102311759159483,5,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_5e-05_1200_True/images,True
clock,1,8,0.75537109375,0.3131365094866071,4,250,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-06_1000_True/images,True
clock,1,8,0.75830078125,0.3116019112723214,200,6,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-06_1200_False/images,False
backpack,1,8,0.79931640625,0.326550713900862,5,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_5e-05_1200_True/images,True
teapot,1,8,0.77197265625,0.345361328125,4,250,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_5e-06_1000_True/images,True
clock,1,8,0.7275390625,0.31719970703125,67,6,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_2e-06_400_False/images,False
cat,1,8,0.7705078125,0.3194074959590517,2,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_2e-05_400_True/images,True
dog6,1,8,0.72705078125,0.3013025232263513,200,5,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_5e-06_1000_False/images,False
dog6,1,8,0.71533203125,0.2979340424408784,4,250,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_5e-06_800_True/images,True
backpack,1,8,0.787109375,0.3297750538793103,2,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_2e-05_400_True/images,True
dog2,1,8,0.7080078125,0.3041887555803571,5,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_5e-05_1200_True/images,True
clock,1,8,0.7470703125,0.32177734375,5,250,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-06_1200_True/images,True
clock,1,8,0.72705078125,0.3185250418526785,134,6,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_2e-06_800_False/images,False
teapot,1,8,0.7685546875,0.34345703125,5,250,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_5e-06_1200_True/images,True
cat,1,8,0.7900390625,0.3158169450431034,4,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_2e-05_800_True/images,True
clock,1,8,0.7451171875,0.3166242327008928,2,250,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_2e-06_400_True/images,True
dog2,1,8,0.68310546875,0.3091343470982143,2,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_2e-05_400_True/images,True
dog6,1,8,0.71728515625,0.3015730574324324,4,250,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_5e-06_1000_True/images,True
dog6,1,8,0.7333984375,0.2936747782939189,240,5,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_5e-06_1200_False/images,False
teapot,1,8,0.7783203125,0.3410319010416666,2,250,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_2e-06_400_True/images,True
backpack,1,8,0.7744140625,0.3265002020474138,4,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_2e-05_800_True/images,True
clock,1,8,0.74951171875,0.3178885323660714,167,6,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_2e-06_1000_False/images,False
dog6,1,8,0.71728515625,0.3009726034628378,80,5,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_2e-06_400_False/images,False
clock,1,8,0.74169921875,0.3177228655133928,4,250,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_2e-06_800_True/images,True
dog2,1,8,0.693359375,0.3094796316964285,4,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_2e-05_800_True/images,True
teapot,1,8,0.7724609375,0.3410237630208333,4,250,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_2e-06_800_True/images,True
dog6,1,8,0.7099609375,0.2993460990287162,5,250,1e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_5e-06_1200_True/images,True
cat,1,8,0.791015625,0.3154465247844827,4,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_2e-05_1000_True/images,True
dog6,1,8,0.7216796875,0.3023219752956081,160,5,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_2e-06_800_False/images,False
clock,1,8,0.7548828125,0.3198503766741071,200,6,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_2e-06_1200_False/images,False
clock,1,8,0.73876953125,0.3229021344866071,4,250,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_2e-06_1000_True/images,True
dog6,1,8,0.73046875,0.2965351826435811,2,250,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_2e-06_400_True/images,True
backpack,1,8,0.775390625,0.3223876953125,4,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_2e-05_1000_True/images,True
clock,1,8,0.74267578125,0.3160923549107143,67,6,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_1e-06_400_False/images,False
teapot,1,8,0.767578125,0.3429850260416666,4,250,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_2e-06_1000_True/images,True
dog6,1,8,0.7138671875,0.3018204972550675,200,5,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_2e-06_1000_False/images,False
dog2,1,8,0.7001953125,0.3039132254464285,4,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_2e-05_1000_True/images,True
dog6,1,8,0.71435546875,0.2998574746621621,4,250,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_2e-06_800_True/images,True
cat,1,8,0.7880859375,0.3134765625,5,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_2e-05_1200_True/images,True
clock,1,8,0.7333984375,0.3193620954241071,5,250,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_2e-06_1200_True/images,True
clock,1,8,0.7490234375,0.3186209542410714,134,6,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_1e-06_800_False/images,False
teapot,1,8,0.77783203125,0.3421956380208333,5,250,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_2e-06_1200_True/images,True
backpack,1,8,0.79150390625,0.3241261449353448,5,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_2e-05_1200_True/images,True
clock,1,8,0.75146484375,0.3135114397321428,2,250,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_1e-06_400_True/images,True
cat,1,8,0.77880859375,0.3168861126077586,2,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_1e-05_400_True/images,True
dog6,1,8,0.72265625,0.3003193623310811,240,5,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_2e-06_1200_False/images,False
dog6,1,8,0.7099609375,0.2917777396537162,4,250,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_2e-06_1000_True/images,True
teapot,1,8,0.763671875,0.3469401041666666,2,250,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_1e-06_400_True/images,True
clock,1,8,0.7431640625,0.3163713727678571,167,6,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_1e-06_1000_False/images,False
backpack,1,8,0.78173828125,0.3236883755387931,2,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_1e-05_400_True/images,True
dog6,1,8,0.7216796875,0.2989139041385135,80,5,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_1e-06_400_False/images,False
dog2,1,8,0.70263671875,0.3030970982142857,5,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_2e-05_1200_True/images,True
clock,1,8,0.7412109375,0.31689453125,4,250,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_1e-06_800_True/images,True
cat,1,8,0.787109375,0.3146467537715517,4,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_1e-05_800_True/images,True
teapot,1,8,0.76806640625,0.3446044921875,4,250,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_1e-06_800_True/images,True
dog6,1,8,0.71875,0.2989336993243243,5,250,1e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_2e-06_1200_True/images,True
dog2,1,8,0.69189453125,0.3025320870535714,2,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_1e-05_400_True/images,True
dog6,1,8,0.71875,0.3022295977618243,160,5,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_1e-06_800_False/images,False
clock,1,8,0.744140625,0.3167027064732143,200,6,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_1e-06_1200_False/images,False
backpack,1,8,0.76904296875,0.3283607219827586,4,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_1e-05_800_True/images,True
clock,1,8,0.75537109375,0.3211146763392857,4,250,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_1e-06_1000_True/images,True
dog6,1,8,0.7099609375,0.3003226615287162,2,250,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_1e-06_400_True/images,True
clock,1,8,0.75634765625,0.3073904854910714,67,6,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-05_400_False/images,False
teapot,1,8,0.7607421875,0.342578125,4,250,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_1e-06_1000_True/images,True
dog6,1,8,0.7119140625,0.3013421135979729,200,5,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_1e-06_1000_False/images,False
dog2,1,8,0.69970703125,0.3027134486607143,4,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_1e-05_800_True/images,True
cat,1,8,0.78076171875,0.3167472050107758,4,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_1e-05_1000_True/images,True
dog6,1,8,0.71923828125,0.2994417757601351,4,250,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_1e-06_800_True/images,True
clock,1,8,0.779296875,0.306640625,134,6,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-05_800_False/images,False
clock,1,8,0.73388671875,0.3169817243303571,5,250,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_1e-06_1200_True/images,True
backpack,1,8,0.78759765625,0.3298003098060345,4,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_1e-05_1000_True/images,True
teapot,1,8,0.7783203125,0.34697265625,5,250,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_1e-06_1200_True/images,True
clock,1,8,0.744140625,0.3138340541294643,2,250,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-05_400_True/images,True
dog6,1,8,0.7119140625,0.2987390466638513,240,5,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_1e-06_1200_False/images,False
dog6,1,8,0.72265625,0.3012728304476351,4,250,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_1e-06_1000_True/images,True
clock,1,8,0.79443359375,0.3028302873883928,167,6,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-05_1000_False/images,False
teapot,1,8,0.78759765625,0.3394775390625,2,250,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_5e-05_400_True/images,True
dog2,1,8,0.69091796875,0.3042340959821428,4,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_1e-05_1000_True/images,True
dog6,1,8,0.73291015625,0.2981088999155405,80,5,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_5e-05_400_False/images,False
cat,1,8,0.7880859375,0.3138932852909483,5,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_1e-05_1200_True/images,True
clock,1,8,0.77392578125,0.30633544921875,4,250,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-05_800_True/images,True
backpack,1,8,0.78857421875,0.3254562904094827,5,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_1e-05_1200_True/images,True
teapot,1,8,0.7763671875,0.3383463541666666,4,250,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_5e-05_800_True/images,True
cat,1,8,0.828125,0.3032647494612069,2,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_0.0005_400_True/images,True
dog6,1,8,0.7568359375,0.2940079972550675,160,5,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_5e-05_800_False/images,False
clock,1,8,0.79150390625,0.3033316476004464,200,6,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-05_1200_False/images,False
dog6,1,8,0.71923828125,0.3036647487331081,5,250,1e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_1e-06_1200_True/images,True
clock,1,8,0.77392578125,0.3107125418526785,4,250,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-05_1000_True/images,True
backpack,1,8,0.81787109375,0.3203419652478448,2,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_0.0005_400_True/images,True
clock,1,8,0.75634765625,0.3143048967633928,67,6,1e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_2e-05_400_False/images,False
dog6,1,8,0.72998046875,0.3021999049831081,2,250,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_5e-05_400_True/images,True
dog2,1,8,0.6875,0.30771484375,5,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_1e-05_1200_True/images,True
teapot,1,8,0.78466796875,0.3401692708333333,4,250,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_5e-05_1000_True/images,True
dog6,1,8,0.74267578125,0.2945886560388513,200,5,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_5e-05_1000_False/images,False
cat,1,8,0.8369140625,0.2962983230064655,4,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_0.0005_800_True/images,True
clock,1,8,0.76513671875,0.3108607700892857,134,6,1e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_2e-05_800_False/images,False
dog2,1,8,0.73779296875,0.2954729352678571,2,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_0.0005_400_True/images,True
dog6,1,8,0.7509765625,0.2956114073057432,4,250,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_5e-05_800_True/images,True
backpack,1,8,0.80908203125,0.322821255387931,4,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_0.0005_800_True/images,True
clock,1,8,0.779296875,0.3106340680803571,5,250,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_5e-05_1200_True/images,True
teapot,1,8,0.80078125,0.3333821614583333,5,250,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_1e-06_5e-05_1200_True/images,True
clock,1,8,0.7490234375,0.3169468470982143,2,250,1e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_2e-05_400_True/images,True
dog6,1,8,0.74462890625,0.2937176678631756,240,5,1e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_1e-06_5e-05_1200_False/images,False
clock,1,8,0.75390625,0.3143484933035714,167,6,1e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_1e-06_2e-05_1000_False/images,False
