Dataset_Name,diffusion_ver,Adaptor,lora_rank,clipi,clipt,num_train_steps,no_of_images,learning_rate,output_path,with_prior_preservation
clock,sdxl,krona,8,0.72802734375,0.3245588030133928,1200,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_1e-06_1200_False,False
cat,sdxl,krona,8,0.8017578125,0.326483364762931,1000,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_8_5e-05_1000_False,False
backpack,sdxl,krona,8,0.7900390625,0.3325111126077586,800,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_8_5e-05_800_False,False
dog2,sdxl,lora,8,0.708984375,0.3112548828125,1200,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_1e-06_1200_False,False
clock,sdxl,krona,8,0.71533203125,0.3148411342075893,400,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_5e-05_400_False,False
dog2,sdxl,krona,8,0.71826171875,0.3101841517857143,1200,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_1e-06_1200_False,False
cat,sdxl,lora,8,0.8740234375,0.3140237742456896,1200,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_8_5e-05_1200_False,False
dog6,sdxl,krona,8,0.763671875,0.3047006967905405,1000,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_5e-05_1000_False,False
dog2,sdxl,lora,8,0.796875,0.2935337611607143,400,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_5e-05_400_False,False
cat,sdxl,krona,8,0.775390625,0.333075161637931,400,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_8_2e-05_400_False,False
dog2,sdxl,krona,8,0.70458984375,0.3100132533482143,400,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_5e-05_400_False,False
cat,sdxl,lora,8,0.826171875,0.3221898572198275,400,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_8_2e-05_400_False,False
clock,sdxl,krona,8,0.74609375,0.3187517438616071,800,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_5e-05_800_False,False
clock,sdxl,lora,8,0.74755859375,0.3087594168526785,1200,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_5e-06_1200_False,False
backpack,sdxl,lora,8,0.8095703125,0.3331677667025862,1200,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/lora_sdxl_8_5e-06_1200_False,False
teapot,sdxl,krona,8,0.775390625,0.3504313151041666,1200,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_8_2e-05_1200_False,False
dog2,sdxl,lora,8,0.80615234375,0.2909109933035714,800,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_5e-05_800_False,False
dog6,sdxl,krona,8,0.77734375,0.3043146906672297,1200,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_5e-05_1200_False,False
cat,sdxl,lora,8,0.84375,0.3207923626077586,800,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_8_2e-05_800_False,False
backpack,sdxl,krona,8,0.81005859375,0.3330330684267241,1200,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_8_5e-05_1200_False,False
dog2,sdxl,krona,8,0.73193359375,0.3091238839285714,800,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_5e-05_800_False,False
teapot,sdxl,krona,8,0.759765625,0.3489420572916666,400,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_8_1e-05_400_False,False
cat,sdxl,krona,8,0.78076171875,0.3297834725215517,1000,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_8_2e-05_1000_False,False
dog6,sdxl,krona,8,0.73291015625,0.3076435810810811,400,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_2e-05_400_False,False
clock,sdxl,krona,8,0.74755859375,0.3104814801897321,1000,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_5e-05_1000_False,False
backpack,sdxl,krona,8,0.7646484375,0.3353145204741379,400,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_8_2e-05_400_False,False
clock,sdxl,lora,8,0.72216796875,0.3252650669642857,400,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_2e-06_400_False,False
backpack,sdxl,lora,8,0.76416015625,0.3332603717672414,400,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/lora_sdxl_8_2e-06_400_False,False
cat,sdxl,lora,8,0.84375,0.3165072737068966,1000,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_8_2e-05_1000_False,False
dog2,sdxl,lora,8,0.81494140625,0.2893415178571428,1000,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_5e-05_1000_False,False
teapot,sdxl,krona,8,0.76220703125,0.3485107421875,800,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_8_1e-05_800_False,False
dog2,sdxl,krona,8,0.74658203125,0.3070242745535714,1000,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_5e-05_1000_False,False
dog6,sdxl,krona,8,0.73291015625,0.3085805532094595,800,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_2e-05_800_False,False
backpack,sdxl,krona,8,0.765625,0.3330583243534483,800,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_8_2e-05_800_False,False
cat,sdxl,krona,8,0.7802734375,0.3286553744612069,1200,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_8_2e-05_1200_False,False
dog6,base,lora,8,0.80224609375,0.2821935705236486,1200,5,0.0001,/home/btech/ayush.singh/outputs_base/dog6/lora_base_8_0.0001_1200_False,False
teapot,base,lora,8,0.79541015625,0.3196858723958333,1200,5,0.0001,/home/btech/ayush.singh/outputs_base/teapot/lora_base_8_0.0001_1200_False,False
clock,sdxl,krona,8,0.76220703125,0.3069109235491071,1200,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_5e-05_1200_False,False
cat,sdxl,lora,8,0.8564453125,0.3131145608836206,1200,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_8_2e-05_1200_False,False
teapot,sdxl,krona,8,0.76171875,0.3484537760416666,1000,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_8_1e-05_1000_False,False
dog6,sdxl,krona,8,0.73583984375,0.3080262880067567,1000,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_2e-05_1000_False,False
clock,sdxl,krona,8,0.71484375,0.3242100306919643,400,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_2e-05_400_False,False
dog2,sdxl,lora,8,0.82177734375,0.2882707868303571,1200,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_5e-05_1200_False,False
cat,sdxl,lora,8,0.79931640625,0.327392578125,400,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_8_1e-05_400_False,False
dog2,sdxl,krona,8,0.75439453125,0.306494140625,1200,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_5e-05_1200_False,False
cat,sdxl,krona,8,0.77734375,0.3328899515086206,800,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_8_1e-05_800_False,False
clock,sdxl,lora,8,0.71826171875,0.3191135951450893,800,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_2e-06_800_False,False
backpack,sdxl,lora,8,0.77392578125,0.3290594692887931,800,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/lora_sdxl_8_2e-06_800_False,False
dog2,sdxl,lora,8,0.76171875,0.3057198660714286,400,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_2e-05_400_False,False
backpack,sdxl,krona,8,0.76220703125,0.331787109375,400,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_8_1e-05_400_False,False
dog2,sdxl,krona,8,0.70703125,0.3115373883928571,400,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_2e-05_400_False,False
teapot,sdxl,krona,8,0.765625,0.3494059244791667,1200,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_8_1e-05_1200_False,False
clock,sdxl,krona,8,0.7109375,0.3175833565848214,800,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_2e-05_800_False,False
dog6,sdxl,krona,8,0.73876953125,0.3088048986486486,1200,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_2e-05_1200_False,False
cat,sdxl,krona,8,0.7763671875,0.3294298895474138,1000,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_8_1e-05_1000_False,False
teapot,sdxl,krona,8,0.80908203125,0.3319742838541666,400,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_8_0.0005_400_False,False
cat,sdxl,lora,8,0.83203125,0.3222572063577586,1000,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_8_1e-05_1000_False,False
dog2,sdxl,lora,8,0.7880859375,0.2972551618303571,800,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_2e-05_800_False,False
backpack,sdxl,krona,8,0.7568359375,0.3346410290948275,800,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_8_1e-05_800_False,False
dog6,sdxl,krona,8,0.7275390625,0.305763038429054,400,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_1e-05_400_False,False
dog6,base,lora,8,0.724609375,0.2931205130912162,400,5,5e-06,/home/btech/ayush.singh/outputs_base/dog6/lora_base_8_5e-06_400_False,False
teapot,base,lora,8,0.75927734375,0.3365315755208333,400,5,5e-06,/home/btech/ayush.singh/outputs_base/teapot/lora_base_8_5e-06_400_False,False
dog2,sdxl,krona,8,0.70654296875,0.3121756417410714,800,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_2e-05_800_False,False
teapot,sdxl,krona,8,0.806640625,0.3203287760416666,800,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_8_0.0005_800_False,False
clock,sdxl,krona,8,0.712890625,0.3146711077008928,1000,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_2e-05_1000_False,False
cat,sdxl,krona,8,0.7763671875,0.3295224946120689,1200,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_8_1e-05_1200_False,False
cat,sdxl,lora,8,0.83544921875,0.3185866783405172,1200,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_8_1e-05_1200_False,False
dog2,sdxl,lora,8,0.794921875,0.2979666573660714,1000,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_2e-05_1000_False,False
backpack,sdxl,krona,8,0.751953125,0.3325363685344827,1000,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_8_1e-05_1000_False,False
cat,sdxl,krona,8,0.8583984375,0.3193864493534483,400,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_8_0.0005_400_False,False
dog2,sdxl,krona,8,0.70849609375,0.3112234933035714,1000,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_2e-05_1000_False,False
clock,sdxl,lora,8,0.7158203125,0.3184988839285714,1000,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_2e-06_1000_False,False
dog6,sdxl,krona,8,0.7353515625,0.3084782780827703,1000,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_1e-05_1000_False,False
teapot,sdxl,krona,8,0.81787109375,0.3225260416666666,1000,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_8_0.0005_1000_False,False
backpack,sdxl,lora,8,0.7763671875,0.3286974676724138,1000,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/lora_sdxl_8_2e-06_1000_False,False
cat,sdxl,lora,8,0.88427734375,0.3057650862068966,400,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_8_0.0005_400_False,False
clock,base,lora,8,0.79931640625,0.3017752511160714,1200,6,0.0001,/home/btech/ayush.singh/outputs_base/clock/lora_base_8_0.0001_1200_False,False
clock,sdxl,krona,8,0.71630859375,0.3174002511160714,1200,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_2e-05_1200_False,False
dog6,sdxl,krona,8,0.732421875,0.3083364125844595,800,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_1e-05_800_False,False
cat,sdxl,krona,8,0.8720703125,0.3087747508081896,800,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_8_0.0005_800_False,False
cat,sdxl,lora,8,0.890625,0.2854761584051724,800,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_8_0.0005_800_False,False
clock,sdxl,krona,8,0.71728515625,0.3232857840401785,400,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_1e-05_400_False,False
backpack,sdxl,krona,8,0.75927734375,0.3341443292025862,1200,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_8_1e-05_1200_False,False
dog2,sdxl,lora,8,0.794921875,0.2963448660714285,1200,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_2e-05_1200_False,False
dog6,sdxl,krona,8,0.72998046875,0.3083628061655405,1200,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_1e-05_1200_False,False
dog2,sdxl,krona,8,0.716796875,0.31083984375,1200,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_2e-05_1200_False,False
teapot,sdxl,krona,4,0.77685546875,0.3457600911458333,400,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_0.0001_400_False,False
backpack,sdxl,krona,8,0.82568359375,0.3248922413793103,400,6,0.0005,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_8_0.0005_400_False,False
dog2,sdxl,lora,8,0.734375,0.3088588169642857,400,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_1e-05_400_False,False
cat,sdxl,krona,8,0.8759765625,0.3119612068965517,1000,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_8_0.0005_1000_False,False
dog6,sdxl,krona,8,0.8203125,0.2925662478885135,400,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_0.0005_400_False,False
dog2,sdxl,krona,8,0.71630859375,0.3119001116071428,400,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_1e-05_400_False,False
clock,sdxl,krona,8,0.71630859375,0.3245762416294643,800,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_1e-05_800_False,False
cat,sdxl,lora,8,0.90087890625,0.2819403286637931,1000,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_8_0.0005_1000_False,False
teapot,sdxl,krona,4,0.7919921875,0.334765625,800,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_0.0001_800_False,False
backpack,sdxl,krona,8,0.83740234375,0.3159095501077586,800,6,0.0005,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_8_0.0005_800_False,False
dog2,sdxl,lora,8,0.76171875,0.3083077566964285,800,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_1e-05_800_False,False
dog6,sdxl,krona,8,0.841796875,0.2867431640625,800,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_0.0005_800_False,False
dog6,sdxl,krona,8,0.734375,0.3084947740709459,1000,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_1e-05_1000_False,False
dog2,sdxl,krona,8,0.70849609375,0.3122140066964285,800,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_1e-05_800_False,False
cat,sdxl,krona,8,0.87841796875,0.3119948814655172,1200,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_8_0.0005_1200_False,False
clock,sdxl,lora,8,0.7158203125,0.3175179617745535,1200,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_2e-06_1200_False,False
backpack,sdxl,lora,8,0.783203125,0.3288910964439655,1200,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/lora_sdxl_8_2e-06_1200_False,False
cat,sdxl,lora,8,0.8994140625,0.2845795730064655,1200,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_8_0.0005_1200_False,False
clock,base,lora,8,0.74951171875,0.3108433314732143,400,6,5e-06,/home/btech/ayush.singh/outputs_base/clock/lora_base_8_5e-06_400_False,False
clock,sdxl,krona,8,0.72021484375,0.3225969587053571,1000,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_1e-05_1000_False,False
dog6,base,lora,8,0.7451171875,0.2924672719594595,800,5,5e-06,/home/btech/ayush.singh/outputs_base/dog6/lora_base_8_5e-06_800_False,False
cat,sdxl,krona,4,0.80517578125,0.3254226158405172,400,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_0.0001_400_False,False
teapot,base,lora,8,0.75732421875,0.3388020833333333,800,5,5e-06,/home/btech/ayush.singh/outputs_base/teapot/lora_base_8_5e-06_800_False,False
teapot,sdxl,krona,4,0.80029296875,0.3343465169270833,1000,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_0.0001_1000_False,False
cat,sdxl,lora,4,0.85693359375,0.3140827047413793,400,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_0.0001_400_False,False
dog6,sdxl,krona,8,0.8466796875,0.2859315614442567,1000,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_0.0005_1000_False,False
dog2,sdxl,lora,8,0.76953125,0.3049455915178571,1000,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_1e-05_1000_False,False
dog2,sdxl,krona,8,0.70654296875,0.3109026227678571,1000,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_1e-05_1000_False,False
cat,sdxl,krona,4,0.83251953125,0.3217857623922414,800,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_0.0001_800_False,False
clock,sdxl,lora,8,0.71826171875,0.3218035016741071,400,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_1e-06_400_False,False
backpack,sdxl,lora,8,0.759765625,0.3334287446120689,400,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/lora_sdxl_8_1e-06_400_False,False
cat,sdxl,lora,4,0.873046875,0.3091072871767241,800,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_0.0001_800_False,False
backpack,sdxl,krona,8,0.83984375,0.3147561961206896,1200,6,0.0005,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_8_0.0005_1200_False,False
clock,sdxl,krona,8,0.71826171875,0.322998046875,1200,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_1e-05_1200_False,False
teapot,sdxl,krona,4,0.80859375,0.3316121419270833,1200,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_0.0001_1200_False,False
dog6,sdxl,krona,8,0.8505859375,0.2855653505067567,1200,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_0.0005_1200_False,False
backpack,sdxl,krona,4,0.8046875,0.3330583243534483,400,6,0.0001,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_0.0001_400_False,False
clock,sdxl,krona,8,0.7685546875,0.2990984235491071,400,6,0.0005,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_0.0005_400_False,False
teapot,sdxl,krona,4,0.7607421875,0.3506022135416666,400,5,5e-06,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_5e-06_400_False,False
dog2,sdxl,lora,8,0.77490234375,0.3026541573660714,1200,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_1e-05_1200_False,False
cat,sdxl,krona,4,0.84521484375,0.3214911099137931,1000,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_0.0001_1000_False,False
dog6,sdxl,krona,4,0.77734375,0.3062711148648648,400,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_0.0001_400_False,False
dog6,sdxl,krona,8,0.7333984375,0.3084221917229729,1200,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_1e-05_1200_False,False
cat,sdxl,lora,4,0.8681640625,0.3088589372306034,1000,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_0.0001_1000_False,False
dog2,sdxl,krona,8,0.70703125,0.3107666015625,1200,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_1e-05_1200_False,False
dog2,sdxl,lora,8,0.82763671875,0.2800885881696429,400,6,0.0005,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_0.0005_400_False,False
teapot,sdxl,krona,4,0.7607421875,0.3488688151041667,800,5,5e-06,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_5e-06_800_False,False
backpack,sdxl,krona,4,0.83447265625,0.32470703125,800,6,0.0001,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_0.0001_800_False,False
clock,sdxl,krona,8,0.7666015625,0.3006722586495535,800,6,0.0005,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_0.0005_800_False,False
dog2,sdxl,krona,8,0.80126953125,0.2943115234375,400,6,0.0005,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_0.0005_400_False,False
clock,sdxl,lora,8,0.72265625,0.3220955984933035,800,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_1e-06_800_False,False
cat,sdxl,krona,4,0.84814453125,0.3210870150862069,1200,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_0.0001_1200_False,False
backpack,sdxl,lora,8,0.755859375,0.3345989358836206,800,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/lora_sdxl_8_1e-06_800_False,False
dog6,sdxl,krona,8,0.82177734375,0.2913620407516892,400,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_0.0005_400_False,False
cat,sdxl,lora,4,0.87353515625,0.3043633822737069,1200,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_0.0001_1200_False,False
dog2,sdxl,lora,8,0.84521484375,0.2800432477678571,800,6,0.0005,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_0.0005_800_False,False
cat,sdxl,krona,4,0.76318359375,0.3304906384698275,400,5,5e-06,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_5e-06_400_False,False
dog6,sdxl,krona,4,0.82861328125,0.2946678367820945,1000,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_0.0001_1000_False,False
teapot,sdxl,krona,4,0.759765625,0.3486002604166666,1000,5,5e-06,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_5e-06_1000_False,False
dog2,sdxl,krona,8,0.82421875,0.28515625,800,6,0.0005,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_0.0005_800_False,False
cat,sdxl,lora,4,0.783203125,0.3284449084051724,400,5,5e-06,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_5e-06_400_False,False
clock,sdxl,krona,8,0.73828125,0.2945992606026785,1000,6,0.0005,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_8_0.0005_1000_False,False
backpack,sdxl,krona,4,0.7666015625,0.3329909752155172,400,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_5e-06_400_False,False
cat,sdxl,krona,4,0.765625,0.331677667025862,800,5,5e-06,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_5e-06_800_False,False
dog2,sdxl,lora,8,0.86181640625,0.2587018694196428,1000,6,0.0005,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_8_0.0005_1000_False,False
dog6,sdxl,krona,4,0.82763671875,0.2944995777027027,1200,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_0.0001_1200_False,False
teapot,sdxl,krona,4,0.75732421875,0.3474853515625,1200,5,5e-06,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_5e-06_1200_False,False
dog2,sdxl,krona,8,0.81298828125,0.2878522600446428,1000,6,0.0005,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_8_0.0005_1000_False,False
clock,sdxl,krona,4,0.75244140625,0.3085545131138393,400,6,0.0001,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_0.0001_400_False,False
dog6,sdxl,krona,8,0.8388671875,0.287330421241554,800,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_0.0005_800_False,False
cat,sdxl,lora,4,0.80126953125,0.3268537850215517,1000,5,5e-06,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_5e-06_1000_False,False
backpack,sdxl,krona,4,0.7578125,0.330212823275862,800,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_5e-06_800_False,False
dog6,sdxl,krona,4,0.72802734375,0.3053539379222973,400,5,5e-06,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_5e-06_400_False,False
clock,base,lora,8,0.7373046875,0.3137381417410714,800,6,5e-06,/home/btech/ayush.singh/outputs_base/clock/lora_base_8_5e-06_800_False,False
cat,sdxl,krona,4,0.77197265625,0.3314756196120689,1000,5,5e-06,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_5e-06_1000_False,False
clock,sdxl,lora,8,0.72314453125,0.3199288504464285,1000,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_1e-06_1000_False,False
backpack,sdxl,lora,8,0.7568359375,0.3311725484913793,1000,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/lora_sdxl_8_1e-06_1000_False,False
